Gender,Job_Title,Experience_Years,Skills_Required,Education_Level,Location,Salary_INR
Female,Machine Learning Engineer,20,"Technical Skills, Problem Solving, Project Management",Bachelors,Indore,1494771
Female,Machine Learning Engineer,10,"Technical Skills, Problem Solving, Project Management",High School,Patna,854912
Male,Machine Learning Engineer,4,"Technical Skills, Problem Solving, Project Management",Bachelors,Patna,961112
Male,Machine Learning Engineer,1,"Technical Skills, Problem Solving, Project Management",High School,Patna,729128
Female,Machine Learning Engineer,7,"Technical Skills, Problem Solving, Project Management",Bachelors,Bhopal,1085532
Female,Machine Learning Engineer,18,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Bhopal,1659183
Female,Machine Learning Engineer,8,"Technical Skills, Problem Solving, Project Management",Bachelors,Bhopal,1064861
Female,Machine Learning Engineer,8,"Technical Skills, Problem Solving, Project Management",Bachelors,Coimbatore,1093024
Female,Machine Learning Engineer,18,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Coimbatore,1812204
Male,Machine Learning Engineer,16,"Technical Skills, Problem Solving, Project Management",Bachelors,Coimbatore,1653680
Female,Machine Learning Engineer,16,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Kochi,1713756
Female,Machine Learning Engineer,13,"Technical Skills, Problem Solving, Project Management",Bachelors,Kochi,1315575
Male,Machine Learning Engineer,4,"Technical Skills, Problem Solving, Project Management",Bachelors,Kochi,1179952
Male,Machine Learning Engineer,0,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Thiruvananthapuram,936629
Female,Machine Learning Engineer,9,"Technical Skills, Problem Solving, Project Management",Bachelors,Thiruvananthapuram,1164703
Male,Machine Learning Engineer,1,"Technical Skills, Problem Solving, Project Management",Bachelors,Thiruvananthapuram,869189
Male,Machine Learning Engineer,1,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Vadodara,1167404
Male,Machine Learning Engineer,3,"Technical Skills, Problem Solving, Project Management",Bachelors,Vadodara,1061357
Female,Machine Learning Engineer,8,"Technical Skills, Problem Solving, Project Management",Bachelors,Vadodara,1173838
Male,Machine Learning Engineer,10,"Technical Skills, Problem Solving, Project Management",Bachelors,Nashik,1453573
Female,Machine Learning Engineer,18,"Technical Skills, Problem Solving, Project Management",Bachelors,Nashik,1595143
Male,Machine Learning Engineer,20,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Nashik,2415011
Male,Machine Learning Engineer,1,"Technical Skills, Problem Solving, Project Management",PhD/Doctorate,Rajkot,1340391
Female,Machine Learning Engineer,5,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Rajkot,1120953
Male,Machine Learning Engineer,14,"Technical Skills, Problem Solving, Project Management",PhD/Doctorate,Rajkot,2227534
Male,Machine Learning Engineer,18,"Technical Skills, Problem Solving, Project Management",Bachelors,Chandigarh,1990835
Female,Machine Learning Engineer,6,"Technical Skills, Problem Solving, Project Management",Bachelors,Chandigarh,1003545
Male,Machine Learning Engineer,17,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Chandigarh,2177229
Female,Machine Learning Engineer,4,"Technical Skills, Problem Solving, Project Management",Bachelors,Gurgaon,1397623
Male,Machine Learning Engineer,3,"Technical Skills, Problem Solving, Project Management",Bachelors,Gurgaon,1458825
Male,Machine Learning Engineer,1,"Technical Skills, Problem Solving, Project Management",Bachelors,Gurgaon,1243929
Male,Machine Learning Engineer,12,"Technical Skills, Problem Solving, Project Management",High School,Noida,1721155
Male,Machine Learning Engineer,12,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Noida,2326543
Female,Machine Learning Engineer,20,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Noida,2597784
Male,Machine Learning Engineer,13,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Faridabad,2258466
Female,Machine Learning Engineer,18,"Technical Skills, Problem Solving, Project Management",High School,Faridabad,1748437
Male,Machine Learning Engineer,14,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Faridabad,2475317
Male,Machine Learning Engineer,0,"Technical Skills, Problem Solving, Project Management",Bachelors,Ghaziabad,1131065
Male,Machine Learning Engineer,1,"Technical Skills, Problem Solving, Project Management",High School,Ghaziabad,1014622
Male,Machine Learning Engineer,20,"Technical Skills, Problem Solving, Project Management",High School,Ghaziabad,1807363
Male,Machine Learning Engineer,6,"Technical Skills, Problem Solving, Project Management",Bachelors,Remote,1478856
Male,Machine Learning Engineer,5,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Remote,1567201
Female,Machine Learning Engineer,3,"Technical Skills, Problem Solving, Project Management",PhD/Doctorate,Remote,1604899
Female,DevOps Engineer,8,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Mumbai,1425913
Female,DevOps Engineer,10,"Technical Skills, Problem Solving, Project Management",Bachelors,Mumbai,1142510
Male,DevOps Engineer,16,"Technical Skills, Problem Solving, Project Management",PhD/Doctorate,Mumbai,2170820
Male,DevOps Engineer,0,"Technical Skills, Problem Solving, Project Management",Bachelors,Delhi,842370
Female,DevOps Engineer,13,"Technical Skills, Problem Solving, Project Management",Bachelors,Delhi,1205951
Male,DevOps Engineer,12,"Technical Skills, Problem Solving, Project Management",Bachelors,Delhi,1321041
Male,DevOps Engineer,4,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Bangalore,1220927
Female,DevOps Engineer,9,"Technical Skills, Problem Solving, Project Management",Bachelors,Bangalore,1335479
Male,DevOps Engineer,19,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Bangalore,2142323
Male,DevOps Engineer,14,"Technical Skills, Problem Solving, Project Management",Bachelors,Chennai,1476937
Female,DevOps Engineer,11,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Chennai,1262031
Female,DevOps Engineer,0,"Technical Skills, Problem Solving, Project Management",Bachelors,Chennai,650996
Female,DevOps Engineer,5,"Technical Skills, Problem Solving, Project Management",High School,Hyderabad,729923
Female,DevOps Engineer,4,"Technical Skills, Problem Solving, Project Management",High School,Hyderabad,807291
Female,DevOps Engineer,15,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Hyderabad,1567239
Male,DevOps Engineer,0,"Technical Skills, Problem Solving, Project Management",Bachelors,Pune,827322
Male,DevOps Engineer,15,"Technical Skills, Problem Solving, Project Management",Bachelors,Pune,1630982
Male,DevOps Engineer,15,"Technical Skills, Problem Solving, Project Management",Bachelors,Pune,1611759
Female,DevOps Engineer,5,"Technical Skills, Problem Solving, Project Management",Bachelors,Kolkata,822901
Female,DevOps Engineer,2,"Technical Skills, Problem Solving, Project Management",High School,Kolkata,530158
Female,DevOps Engineer,18,"Technical Skills, Problem Solving, Project Management",Bachelors,Kolkata,1219151
Female,DevOps Engineer,6,"Technical Skills, Problem Solving, Project Management",Bachelors,Ahmedabad,931106
Male,DevOps Engineer,2,"Technical Skills, Problem Solving, Project Management",Bachelors,Ahmedabad,722066
Male,DevOps Engineer,20,"Technical Skills, Problem Solving, Project Management",PhD/Doctorate,Ahmedabad,2329523
Male,DevOps Engineer,8,"Technical Skills, Problem Solving, Project Management",Bachelors,Surat,892208
Male,DevOps Engineer,14,"Technical Skills, Problem Solving, Project Management",Bachelors,Surat,1206942
Female,DevOps Engineer,16,"Technical Skills, Problem Solving, Project Management",High School,Surat,863331
Male,DevOps Engineer,2,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Jaipur,797780
Female,DevOps Engineer,17,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Jaipur,1396837
Female,DevOps Engineer,14,"Technical Skills, Problem Solving, Project Management",Bachelors,Jaipur,983467
Female,DevOps Engineer,7,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Lucknow,868060
Female,DevOps Engineer,0,"Technical Skills, Problem Solving, Project Management",Bachelors,Lucknow,487346
Male,DevOps Engineer,5,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Lucknow,821735
Male,DevOps Engineer,0,"Technical Skills, Problem Solving, Project Management",Bachelors,Kanpur,571689
Female,DevOps Engineer,7,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Kanpur,869689
Male,DevOps Engineer,15,"Technical Skills, Problem Solving, Project Management",High School,Kanpur,894764
Male,DevOps Engineer,13,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Nagpur,1168930
Male,DevOps Engineer,9,"Technical Skills, Problem Solving, Project Management",High School,Nagpur,770332
Female,DevOps Engineer,13,"Technical Skills, Problem Solving, Project Management",Bachelors,Nagpur,981526
Male,DevOps Engineer,12,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Indore,1178347
Male,DevOps Engineer,8,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Indore,941939
Male,DevOps Engineer,15,"Technical Skills, Problem Solving, Project Management",High School,Indore,907407
Female,DevOps Engineer,3,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Patna,672532
Male,DevOps Engineer,13,"Technical Skills, Problem Solving, Project Management",Bachelors,Patna,919562
Female,DevOps Engineer,6,"Technical Skills, Problem Solving, Project Management",Bachelors,Patna,605111
Female,DevOps Engineer,16,"Technical Skills, Problem Solving, Project Management",Bachelors,Bhopal,1062114
Male,DevOps Engineer,13,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Bhopal,1303475
Female,DevOps Engineer,7,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Bhopal,846140
Female,DevOps Engineer,2,"Technical Skills, Problem Solving, Project Management",PhD/Doctorate,Coimbatore,813329
Female,DevOps Engineer,15,"Technical Skills, Problem Solving, Project Management",Bachelors,Coimbatore,976244
Non-binary,DevOps Engineer,10,"Technical Skills, Problem Solving, Project Management",Bachelors,Coimbatore,893993
Female,DevOps Engineer,17,"Technical Skills, Problem Solving, Project Management",Bachelors,Kochi,1192115
Male,DevOps Engineer,7,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Kochi,1171280
Male,DevOps Engineer,20,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Kochi,1810318
Male,DevOps Engineer,11,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Thiruvananthapuram,1159592
Male,DevOps Engineer,8,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Thiruvananthapuram,1002904
Female,DevOps Engineer,11,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Thiruvananthapuram,1135516
Female,DevOps Engineer,14,"Technical Skills, Problem Solving, Project Management",High School,Vadodara,943774
Female,DevOps Engineer,12,"Technical Skills, Problem Solving, Project Management",Bachelors,Vadodara,952251
Female,DevOps Engineer,19,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Vadodara,1349664
Female,DevOps Engineer,11,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Nashik,1143492
Female,DevOps Engineer,1,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Nashik,699928
Male,DevOps Engineer,11,"Technical Skills, Problem Solving, Project Management",High School,Nashik,848590
Female,DevOps Engineer,2,"Technical Skills, Problem Solving, Project Management",High School,Rajkot,483758
Male,DevOps Engineer,9,"Technical Skills, Problem Solving, Project Management",Bachelors,Rajkot,1005715
Female,DevOps Engineer,10,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Rajkot,963889
Female,DevOps Engineer,9,"Technical Skills, Problem Solving, Project Management",High School,Chandigarh,726680
Male,DevOps Engineer,11,"Technical Skills, Problem Solving, Project Management",High School,Chandigarh,824475
Male,DevOps Engineer,3,"Technical Skills, Problem Solving, Project Management",Masters/Postgraduate,Chandigarh,824234
